"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime"
"159","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100198","Sample-Routine","Water","Surface Water",2020-12-10,"10:36:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2021-09-03,NA,"Lower Reporting Limit",1,"mg/l",2021-01-13,"NWIS",2020-12-10 18:36:00,NA
"160","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100198","Sample-Routine","Water","Surface Water",2020-12-10,"10:36:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Discharge","Suspended",1.5,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2020-12-10 18:36:00,NA
"161","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100195","Sample-Routine","Water","Surface Water",2020-11-18,"13:50:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,109,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2020-11-18 21:50:00,NA
"162","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100195","Sample-Routine","Water","Surface Water",2020-11-18,"13:50:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",2.6,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2020-11-18 21:50:00,NA
"163","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100195","Sample-Routine","Water","Surface Water",2020-11-18,"13:50:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",3,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2021-09-03,NA,"Lower Reporting Limit",1,"mg/l",2021-01-13,"NWIS",2020-11-18 21:50:00,NA
"164","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100195","Sample-Routine","Water","Surface Water",2020-11-18,"13:50:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Discharge","Suspended",0.88,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2020-11-18 21:50:00,NA
"165","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100197","Sample-Routine","Water","Surface Water",2020-12-10,"08:39:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,257,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2020-12-10 16:39:00,NA
"166","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100197","Sample-Routine","Water","Surface Water",2020-12-10,"08:39:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",0.9,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2020-12-10 16:39:00,NA
"167","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100197","Sample-Routine","Water","Surface Water",2020-12-10,"08:39:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2021-09-03,NA,"Lower Reporting Limit",1,"mg/l",2021-01-13,"NWIS",2020-12-10 16:39:00,NA
"168","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100197","Sample-Routine","Water","Surface Water",2020-12-10,"08:39:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Discharge","Suspended",1.4,"tons/day",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"80155",NA,NA,NA,NA,NA,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,NA,NA,NA,"NWIS",2020-12-10 16:39:00,NA
"169","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200141","Sample-Routine","Water","Surface Water",2021-11-29,"12:00:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,66,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSTGQ","USGS","Discharge, stg-disch rating","USGS TWRI 3-A10","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-11-29 20:00:00,NA
"170","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200141","Sample-Routine","Water","Surface Water",2021-11-29,"12:00:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",1.8,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-11-29 20:00:00,NA
"171","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100344","Sample-Routine","Water","Surface Water",2021-02-05,"08:05:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Stream flow, instantaneous",NA,275,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-02-05 16:05:00,NA
"172","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100344","Sample-Routine","Water","Surface Water",2021-02-05,"08:05:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Turbidity","Total",3.8,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-02-05 16:05:00,NA
"173","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100343","Sample-Routine","Water","Surface Water",2021-02-04,"15:05:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Turbidity","Total",1.6,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-02-04 23:05:00,NA
"174","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100343","Sample-Routine","Water","Surface Water",2021-02-04,"15:05:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Suspended Sediment Concentration (SSC)","Suspended",1,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2021-09-24,NA,"Lower Reporting Limit",1,"mg/l",2021-02-18,"NWIS",2021-02-04 23:05:00,NA
"175","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02200141","Sample-Routine","Water","Surface Water",2021-11-29,"12:00:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",3,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2022-06-23,NA,"Lower Reporting Limit",1,"mg/l",2022-02-17,"NWIS",2021-11-29 20:00:00,NA
"176","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100343","Sample-Routine","Water","Surface Water",2021-02-04,"15:05:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338100",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 plastic bottle",NA,"Stream flow, instantaneous",NA,266,"ft3/s",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"00061",NA,NA,NA,NA,NA,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8","U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-02-04 23:05:00,NA
"177","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100342","Sample-Routine","Water","Surface Water",2021-02-04,"12:20:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13337500",NA,NA,"Stable, low stage","Routine sample","60","USGS parameter code 82398","Weighted bottle","Weighted-bottle sampler",NA,"Turbidity","Total",1.6,"FNU",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"63680",NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline",NA,NA,NA,NA,NA,NA,"NWIS",2021-02-04 20:20:00,NA
"178","USGS-ID","USGS Idaho Water Science Center","nwisid.01.02100344","Sample-Routine","Water","Surface Water",2021-02-05,"08:05:00","PST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-13338500",NA,NA,"Stable, low stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Suspended Sediment Concentration (SSC)","Suspended",3,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"80154",NA,NA,NA,NA,NA,"SED16","USGS","Sediment conc from size analysis",NA,"USGS-Cascades Volcano Obs Sed Analysis Lab, Vancouver, WA",2021-09-24,NA,"Lower Reporting Limit",1,"mg/l",2021-02-18,"NWIS",2021-02-05 16:05:00,NA
